Subject,Category
nug original message kitchen louise sent sunday september 23 2001 9 12 pm lavorato john subject luce shively gone upset jean approach nothing john grass think move nug worry way forward jean gas meeting origination heads plus hunter arnold think hunter feel jean saying know jobs eg managing peoples apparently conversations jean origination trading group heads laura fully agreed want keep grass original message lavorato john sent sunday september 23 2001 7 03 pm kitchen louise subject chat luce shively,ooc
fw mr beenladen original message,ooc
gmm 21 sep 01 please find attached global markets monitor week ending 21 september 2001 thank maureen raymond castaneda gwyn koepke,ooc
texaco havoline grand prix texaco havoline grand prix houston take place downtown october 5 7 2001 enron developed relationship pacwest racing team member cart fedex championship series featuring drivers scott dixon mauricio gugelmin enable us offer customers executives one kind hospitality package include following features gourmet hospitality including breakfast lunch prepared enron guests site chef race track pacwest summit mobile hospitality business suites paddock passes allowing enron guests visit garage areas race car preparation takes place providing behind scenes look business motor sports sunday race event tickets located grandstand c turn one adjacent pacwest summit special pacwest driver autograph meet greet sessions enron guests guided tours pacwest transporters garage areas enron guests thereby providing hands look race cars prepared weekend track activities opportunity network companies support pacwest including limited nextel jp morgan chase gemstar pennzoil ppg tully coffee snap bosch freightliner toyota panasonic 3d village currently following tickets available event friday october 5 4 tickets saturday october 6 15 tickets sunday october 7 20 tickets cost allocated back company rc numbers please let know many tickets would like reserve event tuesday september 25 wednesday would like offer remaining tickets managing directors vps within ea egm eim specific individuals within area would like information distributed please advise attached please find program events various pictures hospitality area complete information race found http www texacogp com dorie hitchcock event manager enron 1400 smith street suite 3640a houston tx 77002 telephone 713 853 6978 fax 713 646 5800 cell 713 594 7093 e mail dorie hitchcock enron com,ooc
competitive analysis update 21 aftermath terrorist strikes strategic synopsis september 21 2001 10 30 presidential address last night confirmed major military mobilization way long campaign ahead extending well beyond afghanistan surprisingly speech clarify timing attack president warned taliban unless handed osama bin laden leaders al qaeda terrorist network would face devastating military action hand terrorists share fate bush told us congress far taliban refusing comply u military forces strike afghanistan soon target opportunity presents president noted speech last night special forces operations visible public steps airstrikes dramatic unmistakable trying figure precise timing specific types strikes probably impossible point however safely state following president set stage long conflict last night equity markets anticipating significant economic pessimism consumer confidence likely worsen additional terrorist attacks made u targets sources indicate bush spoke length saudi crown prince abdullah week abdullah agreed lower oil prices specifics discussed preliminary information suggests saudi arabia carrying extra liftings second half september moving crude cargoes closer market initial attack comes afghanistan oil markets likely see confirmation threat crude oil supply taking place speculation strikes terrorist sponsoring states maintain degree uncertainty market war terrorism eventually deal iran iraq major opec producers persuading iran cooperate likely involve diplomacy force administration officials led deputy defense secretary paul wolfowitz pushing move baghdad far group overruled advocates cautious approach realize attacking iraq seriously undermine arab support us washington also concerned stability pakistan much population including senior military intelligence figures supports taliban terrorist retaliation u attacks appears likely attempts strike infrastructure targets including energy facilities overseas expected ground today heavy fighting raging northern afghanistan opposition forces attack taliban troops northern alliance forces taking advantage us pressure taliban recapture key areas avenge recent death leader,ooc
fortune powerful women business summit thank first supporting us decision reschedule summit following letter sent participants though touch phone would greatly appreciate reconfirming soon march event follows fortune powerful women business summit participants pattie sellers date september 19 2001 postponement summit fortune colleagues join hoping loved ones safe time tragedy aftermath last week horrific events decided postpone upcoming fortune powerful women business summit scheduled october 3 5 pasadena new dates location march 6 8 2002 la quinta resort club palm springs california certainly much could gained bringing together remarkable group leaders time clear participants need stay close homes businesses already march program promises every bit strong october summit almost speakers confirmed join us la quinta march 6 8 carly fiorina jack welch oprah winfrey andrea jung shelly lazarus pat russo sherry lansing gerry laybourne jamie gorelick lisa caputo betsy bernard lynn forester louise kitchen ann richards stacey snider ginger graham nancy peretsman anna catalano marie wilson peggy brill anna deavere smith locked new dates hope kindly let us know soon possible whether us next march contacting suzanne leary 212 522 9444 suzanne leary timeinc com suzanne arrange full refund registration fee cannot join us la quinta already made reservations ritz carlton huntington hotel spa pasadena take care canceling room reservation next month like anticipating outstanding summit next month hope agree decision postpone look forward coming together strength march 6 8 forge new lasting relationships explore extraordinary women rise meet challenges extraordinary times,ooc
approval process entouch louise recommendation approval process entouch follows 1 deadline provide information week issue entouch wednesday 12 00 pm information submitted time held following week 2 draft entouch forwarded business unit head designee commercial group head designee business highlight information appearing particular issue e mail phone person approval required either business unit head designee commercial group head designee prior distribution enron messaging administration thursday 2 00 pm 3 approval received prior deadline business highlight information pulled approval received 4 event business unit commercial group provides information crosses business unit commercial group lines affected business units commercial groups receive draft representative involved party required approve per instruction 2 believe process alleviate two problems occurred past months please advise additionally attached list contacts kathie uses gathering entouch information includes primary contacts secondary contacts please feel free comment list thanks eric,ooc
budget mtg 10 30 11 00 eb32c2 confirm budget meeting scheduled tuesday october 30 11 00 eb32c2 please advise unable attend many thanks liz taylor,ooc
fw enron americas spend approval guidelines louise ibuyit approval level updates requesting enron americas nearing completion ready migrated production friday taken shot drafting proposed communication consideration advising employees changes please advise would need assistance distributing communications additionally please confirm approval migrate changes production friday thanks john original message roberts angela sent wednesday september 19 2001 1 36 pm gillespie john subject enron americas spend approval guidelines,ooc
transportation commodity original message djcustomclips djinteractive com mailto djcustomclips djinteractive com sent tuesday september 18 2001 10 43 pm 168842 mailman enron com subject rahil jafry transportation commodity transportation commodity bill hensel jr 09 10 2001 joc week copyright c 2001 journal commerce inc rights reserved enron corp houston based energy giant familiar commodity markets addition energy business best known enron world largest metals trader company also understands transportation ships products diverse coal steel forest products project cargo enron proposing change face road trucking domestic intermodal services treating commodity bought sold like product company enron freight markets unit promises help shippers carriers manage risks associated fluctuating diesel fuel prices shipping costs enron quote set rate dock dock moves guarantee service promised contract enron freight markets created march develop market freight capacity buy sell spot forward capacity transportation futures markets soybeans pork bellies buyer contract would option taking delivery service closing position enron successfully used similar formulas create markets energy trucking intermodal freight capacity barry par ker consultant bdp1 consulting ltd specializes freight economics said could work transportation like markets marketplace needs things transportation marketplaces really receptive parker said applaud uphill battle enron took first step hill year acquisition webmodal firm provides domestic intermodal technology logistics services carriers shippers service providers former webmodal office chicago houses enron freight 24 hour customer service operations center summer enron took another step acquiring trucking capacity two years major trucking companies enron said recently signed first firm sales contract major shipper declined identify dan reck vice president enron freight markets said company offer shippers carriers performance obligation terms considerably different others enron freight markets trying commercialize risk management products freight market reck said key service standardization general contractual terms conditions standardized areas would include specific delivery times specific consequences non performance fixed price contracts act stabilize fuel surcharges spikes shipping volumes fluctuating carrier rates enron said deep pockets make market liquid also using technology evaluate optimal routing modes customers sign long term contracts ends happening obligations parties comes much clean predictable reck said carrier perspective really count revenue stream piece business clean operational parameters also trying shippers sign us terms conditions enron reputation innovator approach natural gas electric power markets trying change way markets steel structured efm sees transportation another commodity price basis hedging speculation kind commodity agnostic reck explained care commodity sell capacity enron approach differs significantly others entered trucking field technology based intermediaries nte former national transportation exchange puts buyers sellers directly together logistics com uses contracting process identify cost effective matches shippers carriers unlike online services enron contracts directly party involved wait two matched website enron ideal contract damages non performance spelled explicitly part belief market work buyers must able bank reliability contract example suppose carrier accepted contract price 1 20 per mile shipment freight atlanta chicago enron provide carrier load next best alternative carrier find 70 cents per mile enron pays difference process would work reverse carrier promised provide truck enron would provide replacement higher price trucker would make difference reck said standardized contract would dictated enron would evolve negotiations public forums efforts way introduce company shippers carriers intermediaries enron officials say talked 400 500 shippers since march one goal persuade independent group trucking association committee marketplace participants sponsor forum negotiations company believes would add legitimacy first contract enron acting carrier since shipper already working third party logistics provider enron considers distinct 3pls focuses dock dock moves leaves supply chain optimization others aim allow parties minimize risk example giving shippers ability hedge possibility diesel pass fees enron extensive user internet however last year launched enrononline traders trade natural gas oil electricity various commodities online one expects enron new freight capacity product capture immediate acceptance even enron acknowledges acceptance slow reck said take time overcome cultural resistance change freight industry enron prepared done every market gotten reck said find economic benefits business way overpowers resistance time show benefits joco0000 c copyright 2001 journal commerce inc rights reserved http www joc com folder name rahil jafry relevance score scale 100 79 review revise folder visit http www djinteractive com contact dow jones customer service e mail custom news bis dowjones com phone 800 369 7466 outside u canada call 609 452 1511 contact local sales representative copyright c 2001 dow jones company inc rights reserved,ooc
contingency floor louise attached updated list added name wholesale executive management section thanks andrew original message kitchen louise sent monday september 17 2001 10 03 pm killen faith cc parsons andrew subject contingency floor obviously give desk ok original message killen faith sent monday september 17 2001 7 20 pm kitchen louise subject fw contingency floor importance high hi louise agreement charges team apply trading teams vs ooc original message leschber edie sent monday september 17 2001 7 19 pm killen faith subject fw contingency floor original message clemings gwen sent thursday september 06 2001 1 31 pm leschber edie subject contingency floor hi edie attached two files received andrew parsons enron america headcount contingency floor per andrew discussed project provide traders alternative workspace need arise louise kitchen expense project carried net works books allocated business units using project settlement rules project system module sap project cover period september december 2001 cost approximately 750k total need cost center account project etc charge enron america share 270 power 402 gas costs thank prompt attention gwen x33904 file gas list xls file power list xls,ooc
competitive analysis update 18 us terrorism attacks political security update headlines taliban declare jihad us afghanistan targeted heightening expectations retaliatory attacks us targets bush stokes unease among allies international press call bin ladin brought u dead alive taliban offers deliver bin ladin third country likely muslim country offer almost certain rejected bush administration fbi arrests five additional suspected hijackers raising expectations attacks u officials meet saudi foreign minister washington questions asked involvement sons saudi diplomat attacks analysis efforts bush administration build multilateral coalition terrorism address two key foreign policy issues iraq israel palestinian peace process missteps either area could weaken emerging multilateral coalition terrorism important implications oil market multilateral approach work long term administration need provide countries incentives cooperate anti terrorism campaign especially places moderate arab states dismantling networks suspected supporting terrorist groups involve moving internal targets moreover administration need deal root causes provide willing cadres extremist groups especially economic problems political disenfranchisement dealing factors necessitate us financial support well greater us imagination dealing lingering regional issues policy towards iraq washington appears resisting attempts broaden attacks include iraq point despite internal external pressure action leading indicator assuming firm proof baghdad involvement bombings uncovered aggressive us approach towards iraq seemed likely since july moscow blocked introduction smart sanctions last rollover oil food program however given regional sensitivities arab world washington iraq policy interests states russia lesser extent china country bush administration cannot genuinely multilateral approach anti terrorism unilateral hard line iraqi policy need chose one israeli palestinian peace process without equitable solution conflict experts believe bush team anti terrorism coalition doomed failure initially least signs good sharon government israel resistant us pressure rein aggressive policies towards palestinians washington willingness confront israel issue give clue willingness stay anti terrorism course hold broad coalition together market update us equities next 48 hours seen critical yesterday losses fed cut 8750 dow seen key resistance point looking decisive close 8750 intra day test downside risk seen 7500 8750 area hold 7500 key b c nadir asian crisis two wildcards company warnings torrent continue slight positive coming oracle war issue remains scope duration asia overnight bank japan little headline opportunities ease much speculation criticism cut discount rate 15bps 1 25 late tokyo today nikkei closed 175 47 europe equities european markets 0630 cdt uniformly around 2 losses opening stability since currencies us steady european trading marginal gains currencies may uncertainty conversations last two days uniformly confirm renewed confidence euro swiss franc continues biggest beneficiary crisis central banking bank england mpc decided cut afternoon 25bps less later expected monthly inflation numbers complicated picture higher expected rise rising 4 aug 2 6 annual rising government target 2 5 first time 28 months european airlines mirroring american counterparts woes today trading klm issued profit warning virgin cut jobs alitalia appealed government assistance airlines trading though badly us infrastructure nuclear power delegates 132 nations opened annual international atomic energy agency conference monday calls tighter security admissions little done shield nuclear power plant airborne assault architects world nuclear plants designed ground vehicle airborne attacks mind buildings house nuclear reactors far smaller targets pentagon posed would extremely difficult terrorist mount direct hit angle could unleash catastrophic chain events u experts proposing installation anti aircraft weaponry manned military personnel would stationed outside nation 104 commercial reactors airlines attorney general john ashcroft assigns federal agents domestic commercial flights said law enforcement officers believe continuing threat associates hijackers ties terrorist organizations may continuing presence united states,ooc
fw contingency floor hi louise agreement charges team apply trading teams vs ooc original message leschber edie sent monday september 17 2001 7 19 pm killen faith subject fw contingency floor original message clemings gwen sent thursday september 06 2001 1 31 pm leschber edie subject contingency floor hi edie attached two files received andrew parsons enron america headcount contingency floor per andrew discussed project provide traders alternative workspace need arise louise kitchen expense project carried net works books allocated business units using project settlement rules project system module sap project cover period september december 2001 cost approximately 750k total need cost center account project etc charge enron america share 270 power 402 gas costs thank prompt attention gwen x33904,ooc
room change 9 4 01 brm hexagon meeting 3 allen center conf room 18c3 please note today 9 4 meeting well 9 10 meeting held 3ac 18c3 optional invitees calendar purposes forwarded cathy jo allen hou ees 09 04 2001 10 50 donald l barnhart accenture com 08 31 2001 03 05 47 pm john arnold enron com andy lewis enron com connie estrem enron com vince kaminski enron com cc kirk mcdaniel enron com tim ororuke enron com yevgeny frolov enron com callen3 enron com elisa tamez enron com subject risk management simulation want give update progress risk management simulation project since unable attend tuesday kickoff meeting 1 presentation went meeting see attached file sme kickoff ppt 2 also demonstrated simulation everyone yevgeny frolov demonstration cd 10 15 minute self running simulation demo would like view please contact next steps 1 attend two hexagon sessions sessions design simulation model engine tuesday september 4 3 00 6 00 room 18c1 3 allen center dinner provided monday september 10 3 00 6 00 room 18c1 3 allen center attend one please need help 2 schedule one 2 hour individual meeting september 4 7 please e mail sheri righi accenture com set meetings 3 prepare individual meeting reviewing attached document see attached file agenda first mtg doc thank time look forward seeing 4th barnhart sme kickoff ppt agenda first mt doc embedded picture device independent bitmap,calendar
person interview wednesday august 15 2001 phillips breckenridge phillips breckenridge scheduled person interview wednesday august 15 2001 phillips breckenridge interviewing job 109717 resume attached review please accept request appointment reflected calendar thank gretchen hardeway 5 8701,calendar
bill donovan espeak today join bill donovan espeak ethink enron com tuesday june 6 10 houston time bill vice president enron property services operations conduct open mike session new enron building houston remote location make event go espeak pre submit question bill answer scheduled event want answer everyone questions due high volume questions anticipate session would helpful keep questions short simple increase opportunity question answered ethink invest mind,corporate
ena brown bag lunch series mark lunch calendars invited attend ena brown bag lunch series featuring brian redmond managing director 20 discussion topic ena upstream wednesday june 21 2000 11 30 01 12 30 pm eb 5c2 bring lunch limited seating provide drinks dessert rsvp x 57352,corporate
chairman award nominations 2000 chairman award nominate hero today make sure enron everyday heroes recognized difference make organization show appreciation people walking talk comes core values completing nomination form please provide specific examples candidate puts values action workplace guidance completing form see sample visit home enron com remember nominations due october 1st may send completed nomination forms charla reese via e mail charla reese enron com fax 713 646 3612 interoffice mail houston eb416 charla also available answer questions may appreciate participation look forward recognizing individuals nominated respectfully ken jeff joe,corporate
enron without reorgs read recent ees reorganization latest ebiz also issue clickpaper com hits internet alberta holds internet based power auction pipeline competition florida latest ebiz go home enron com click publications click ebiz ebiz september 8 2000,corporate
new hire training opportunity please review attached invitation great opportunity new hire network members http home enron com 84 messaging newhire800 pps,corporate
ethink september 11 2000 wednesday september 13 10 00 houston time join president coo jeff skilling open mike espeak chance ask issues really matter make live event forget pre submit questions espeak site check transcript later answers competitive intelligence competitors whether still competitive advantage dr ben gilad espeak 08 29 00 share intelligence edge build enron competitive advantage,corporate
juvenile diabetes foundation fundraising sincere honor lead enron team year juvenile diabetes foundation jdf walk scheduled take place sunday november 5 2000 sam houston race park continue serve board jdf representing enron enron corporate executive year fundraising efforts many may already know insulin dependent diabetic even though know difficult disease manage multiple finger pricks blood samples several shots day cannot imagine difficult small child disease taking insulin cure disease prevent development complications insulin simply life support system without would die enron continues major corporate sponsor jdf year jdf efficient organization approximately 84 money raised goes directly research enron goal year raise 225 000 need help enron number 1 walk team 5 years row ready give first place need team leaders walkers volunteers help us reach goal theme walk year knock diabetes would like join us great event walk truly blast 500 enron people participate last year everyone enjoyed interested volunteering walker team leader would like make pledge may call steering committee members listed interested team leader please contact one following people immediately may included first important informative training session taking place week thank much support mike mcconnell steering committee members blanca bollom x66091 rachel feldt x57629 deb gebhardt x39606 cathy phillips x36898 john walt x35379 debbie yates x35305,corporate
enron action 09 11 00 painters needed day caring september 15 volunteer contact charla reese 713 853 5202 chairman award nominate hero today know someone deserves honored practices respect integrity communication excellence click http home enron com nominations open october 1 star hope enron running club collecting retired shirts running shoes month september benefit shirt running star hope mission make donation please contact cindy richardson 713 853 4770 shoe drive spotlight houston chapter alzheimer association invites attend spotlight alzheimer research alzheimer september 19 7 00 8 00 eb49c1 william theis vice president medical scientific affairs research alzheimer association usa present latest research around world bring friends family learn exciting news breakfast served please rsvp adriana wynn 713 345 5176 rumpelstiltskin cypress creek foundation arts community enrichment invites enjoy first children concert rumpelstiltskin featuring marionette playhouse puppeteer 11 00 september 16 northwest houston attendance free information call 281 440 4850 financial wellness join enron federal credit union foundation financial literacy fourth series five financial workshop series wellness workshops rating risk versus rewards investments held september 27 doubletree allen center 11 30 12 30 p information visit http home enron com efcu e mail reservation jennifer wilson enron com help knock juvenile diabetes foundation seeking walkers team leaders volunteers participate annual diabetes walk cure scheduled november 5 information contact cathy phillips 713 853 6898 volunteer walk contact rachel feldt 713 345 7629 computer instructors salvation army william booth gardens apartment community low income senior citizens looking needed computer literate volunteers teach resident families computer skills would short term commitment 4 6 weeks 2 3 times per week skill levels welcome interested please contact charlaine reynolds 713 692 5209 bellaire fall join enron running club saturday september 23 bellaire fall fever 5k fun run kid 1 mile fever 5k race benefiting bellaire school student scholarships interested running volunteering please contact cindy richardson 713 853 4770 information run http home enron com 84 erc index htm race cure enron gearing komen race cure october 7 join panel enron women whose lives touched breast cancer brown bag lunch september 14 11 30 1 00 p eb50m dining room celebrated women would like share experiences protect loved ones disease would like participate race attend lunch please contact alice hritz 713 345 5543 2000 american american heart walk national event increase awareness walking heart healthy exercise heart walk raise funds continue american heart association fight heart disease stroke event held october 14 sam houston park would like participate please sign calling diana barrero 713 610 5093 energize houston energize houston golf tournament benefiting texas children hospital bone marrow transplant unit golf tournament grace foundation scheduled monday october 9th help volunteering time help tournament interested please contact jim coffey 713 853 5346 lisa lunz 713 853 5634 information regarding playing tournament go http www energizehouston com college fund need exercise want meet olympic champion carl lewis enjoy participating uncf walk thon year college fund uncf walk thon scheduled september 23 sam houston park enron team placed challenge employees families friends recruit 300 walkers raise 30 000 please contact leonard daily 713 853 7217 alice johnson 713 853 6951 volunteer request information blood drive part enron national blood donor program many enron employees families need donations please take time give enron blood drive september 28 7 00 4 00 p eb5c2 call 713 853 7514 schedule appointment cholesterol delay sign learn total cholesterol triglycerides hdl total ratio screening screening held september 19 20 7 00 11 00 best results eat 10 hours screening exception water black coffee call enron health center 713 853 6100 schedule appointment ceridian check lifeworks offer thinking buying home volunteering continuing education lifeworksc planning family retiring etc call lifeworks 800 635 0606 visit lifeworks line http www lifeworks com login login cfm uid enron password 2000 enron donated 10 000 houston heat relief team help low income residents receive air conditioning intense summer heat,corporate
ansi x3 4 1968 q cuiab 3f brazil new phone number attention cuiab brazil phone numbers pantanal energia gasocidente changed september 11 call 55 65 614 2200 old number 55 65 668 4000 still going operational october 2nd,corporate
employee transportation announcements metro enron invite celebrate discover metro week 11 00 1 00 p thursday september 14 2000 antioch park live music complimentary refreshments special mass transit announcement van pool introduction sure ask metro first month free promotion new van pool riders miss special announcement concerning bus riders metro recognizing enron corporate leadership supporting transportation alternatives employees join transportation department thursday september 14 celebrate enron leadership commuter solutions employees,corporate
race cure kick luncheon discussion eb50m dining room thursday sept 14 11 30a 1 00p rsvp alice hritz 55543 join panel enron women whose lives touched breast cancer celebrated women would like share experiences protect loved ones disease registration forms race info available also offering phantom runner certificates donations certificates worn enron participants celebrate memory someone touched breast cancer would like participate race attend lunch please contact alice hritz 713 345 5543 lunch provided seating limited,corporate
payroll distribution notice delay experienced receipt payroll direct deposit advices today payday payroll direct deposit advice available monday afternoon view pay information today please utilize ehronline please assured delay impact deposit funds bank account questions access ehronline please contact payroll 713 345 5555 adr,corporate
enron action 06 19 00 ivolunteeri adopt dancer make difference lives talented members houston ballet academy come houston around world need exorbitant commitments let know provide companionship friendship guidance information contact sharon crumbling scrumbling houstonballet org 713 523 4038 ext 205 ihappeningsi blooming bromeliads beautiful yellow plants decorated lobby last week sale monday june 19th lobby 11 30 1 00 p tropical plants perfect porch patio 5 bargain enron collecting items ninth annual caring cradles community wide baby shower benefiting march dimes donations collected given designated benefiting clinics prenatal health agencies encourage women get prenatal care well baby care collecting diapers formula baby food baby wipes receiving blankets baby bath supplies baby medical supplies new gently used baby cloths baby furniture bring items eb2015 monday thursday june 19 23 take care rest special event special event special event special event special event going going twice sold enron corporate administrative services group hosting employee surplus furniture silent auction saturday june 24th 8 00 10 00 enron warehouse located 3405 navigation blvd employees contractors invited bid array office furniture lamps sofas must present enron badge enter warehouse items must purchased check made payable enron corp removed warehouse 3 00 p saturday proceeds donated charity projects supported enron iworkperksi join linens n things friends family day june 25 10 8 p present enron badge seven greater houston locations woodlands sugarland katy post oak town country village willowbrook baybrook receive additional 20 entire purchase 100 25 entire purchase 100 including sale items iscreeningsi june 20 21 prostate testicular cancer screening space still available prostate screening 15 enron 70 contractors testicular cancer screening 10 enron 15 contractors checks call health center 713 853 6100 schedule appointment isave datei july 3 4 independence day holiday,corporate
ethink september 18 2000 anonymous questions office chairman available emeet submit anonymous question office chairman question answer posted emeet office chairman category fact one take look believe really believe espeak calendar almost full rest 2000 upcoming events include kelly kimberly senior vice president corporate responsibility mike terraso vice president environmental health safety discuss enron corporate responsibility program harry arora vice president ecommerce discuss dealbench beth tilney managing director marketing communication discuss enron focus communication cindy olson executive vice president hr community relations discuss new employee stock option plan keep watching email dates upcoming espeak events competitive intelligence competitive intelligence competitive intelligence training training training revenue revenue revenue click,corporate
enron action 09 18 00 chairman award nominate hero today know someone deserves honored practices respect integrity communication excellence click http home enron com nominations open october 1 houston cougar discounted tickets available purchase throught signature shop enron employees three football remaining houston cougar home football games tickets come sets two four tickets 14 per ticket click tickets information please contact greg grissom ext 58741 questions houston ballet enjoy magnificent houston ballet fraction price great corporate corps program membership enroll one year membership program day performance purchase four seats available 11 50 contact houston ballet 713 535 3235 information fine arts lovers time annual museum fine arts membership drive enron subsidizing half membership costs contact connie castillo 713 646 6054 click http home enron com 84 messaging membership doc star hope enron running club collecting retired shirts running shoes month september benefit shirt running star hope mission make donation please contact cindy richardson 713 853 4770 run shoe drive http home enron com 84 erc index htm financial wellness join enron federal credit union foundation financial literacy fourth series five financial workshop series wellness workshops rating risk versus rewards investments held september 27 doubletree allen center 11 30 12 30 p information visit http home enron com efcu e mail reservation jennifer wilson enron com october national texas gulf coast chapter lupus foundation seeking walkers volunteers contributors lupus awareness many faces lupus walk october 21 come help raise awareness disease attacks month two million americans 90 women information contact mary poorman 713 853 5251 nutcracker market come support arts shop process houston ballet guild gearing 2000 nutcracker market looking volunters tuesday november 7 sunday november 12 volunteers stay beyond shifts shop admission free contact jessica houston ballet october 1 jbailey houstonballet org technology invited help create educational economic opportunities underprivileged communities come volunteer technology workday help prepare computers donation skill levels welcome find next workday call 713 961 0012 click http www techforall org help knock juvenile diabetes foundation seeking walkers team leaders volunteers participate annual diabetes walk cure scheduled november 5 information contact cathy phillips 713 853 6898 volunteer walk contact laura schwartz 713 853 4535 race cure enron gearing komen race cure october 7 remember registration forms turned mary lebeau eb 3363 september 19 awareness tables also set lobby sept 20 27 information important event would like participate please contact alice hritz 713 345 5543 visit http home enron com 84 erc index htm 2000 american american heart walk national event increase awareness walking heart healthy exercise heart walk raise funds continue american heart association fight heart disease stroke event held october 14 sam houston park would like participate please sign calling diana barrero 713 610 5093 energize houston energize houston golf tournament benefiting texas children hospital bone marrow transplant unit golf tournament grace foundation scheduled monday october 9th help volunteering time help tournament interested please contact jim coffey 713 853 5346 lisa lunz 713 853 5634 information regarding playing tournament go http www energizehouston com college fund need exercise want meet olympic champion carl lewis enjoy participating uncf walk thon year college fund uncf walk thon scheduled september 23 sam houston park enron team placed challenge employees families friends recruit 300 walkers raise 30 000 please contact leonard daily 713 853 7217 alice johnson 713 853 6951 volunteer request information blood drive part enron national blood donor program many enron employees families need donations please take time give enron blood drive september 28 7 00 4 00 p eb5c2 call 713 853 7514 schedule appointment cholesterol delay sign learn total cholesterol triglycerides hdl total ratio screening screening held september 19 20 7 00 11 00 best results eat 10 hours screening exception water black coffee call enron health center 713 853 6100 schedule appointment several enron executives along 400 employees gave depelchin children center facelift friday september 15 united way day caring enron employees worked projects painting landscaping building fences cleaning children activities creating vibrant murals thank enron employees making difference excellent work,corporate
anonymous reporting facilities 20 remind various anonymous reporting facilities 20 available report violations company policy suspected 20 criminal conduct officer employee agent company relating 20 performance duties reporting facilities al 20 available questions messages comments suggestions policy violation criminal conduct may reported letter e mail 20 voice mail set forth describing suspected violation 20 criminal conduct much detail possible allow company 20 conduct investigation reported matter 1 letters sent confidential post office box 20 enron compliance officer confidential conduct business affairs 20 p box 1188 20 houston texas 77251 1188 2 e mails sent office chairman 01 e mail box 20 employees enron e mail access box sending e mail 20 office chairman simply type 01 office chairman 018 address 20 box type message send message completely 20 anonymous however copy message e mail someone els e 20 copy anonymous 20 3 voice mail messages left office chairman 20 phonemail box access office chairman phonemail box 20 calling 713 853 7294 call extension outside line 20 message completely anonymous however access 20 phonemail box phonemail system message 20 anonymous may required identify would like 20 identify please submit name phone number lette r 20 message anonymously reported matters investigated acte 20 upon manner contain signatures company takes great pride ensuring enron great place 20 work encourage employee continue conduct business affai rs 20 company accordance applicable laws moral 20 honest manner,corporate
nuclear plant brown bag south texas nuclear plant2 doc pass along anyone think would like attend thanks lana belnoske nesa p 713 856 6525 f 713 856 6199 south texas nuclear plant2 doc,corporate
ripley house photo album http www imagestation com album id 4293626105 code 518755 mode invite,corporate
coming ethink september 29 thinkbank idea vault ever great idea uncertain mental equivalent dressed place go happily help idea problem next time brilliant idea make deposit idea vault thinkbank thinkbank help earn credit ideas even watch line credit grow next time dressed place go change clothes dinner delivered thinkbank coming ethink september 29,corporate
cool business brown bag gadgets gizmos fun stuff technologies future change way live work tuesday sept 26 11 30 12 30 p eb 5c2 speaker amy oberg manager competitive intelligence future foresight enron energy services special guest xybernaut wearable computer r v p mary clark via e mail,corporate
global debut global debut ebs announces transaction british telecom enron ranks one worlds admired companies fortune also issue pge reactor disposal earns international award enron open india first internet data center hit parade project code names gpg changes name latest ebiz go home enron com click publications click ebiz ebiz september 22 2000,corporate
enron employee meeting notice please join us employee meeting 10 tuesday oct 3 hyatt regency imperial ballroom review financial operating highlights discuss detail strategy behind enron net works wholesale marketing efforts meeting streamed live ip tv employees houston omaha portland new york calgary toronto london stockholm frankfurt amsterdam first time broadcast meeting via video teleconference employees sao paulo rio de janeiro buenos aires san juan always welcome questions answer questions submitted advance please send mary clark e mail fax 713 853 6790 interoffice mail eb4704c deadline advance questions wed sept 27 course also welcome answer questions raised meeting look forward seeing ken jeff joe,corporate
ethink september 25 2000 week two exciting espeak events tuesday september 26 10 00 houston time come espeak discussion enron corporate responsibility program kelly kimberly senior vice president corporate responsibility mike terraso vice president environmental health safety thursday september 28 10 00 houston time two special guests merck medco joining us espeak brenda bassett senior national account executive edward luskey account manager answer questions enron prescription drug plan make events remember pre submit questions espeak site time like present today enron edge got intelligence due diligence add enron edge today,corporate
dot coming imagine world information disseminated rapidly received world news reaches even chance wonder much less speculate colleagues water cooler world barriers timely communication important facts erased like last month unfiled emails sounds good true corporate america well hold hats new online publication town dot coming,corporate
